"PupID","MomID","Birthday","Sex","PND","PupMass_g","MomMass_g","ForearmLength_mm","Year"
"105846Yellow","105846",2025-06-07,"F",22,10.7,16.05,40.75,2025
"105846Yellow","105846",2025-06-07,"F",23,9.79,14.95,40.6,2025
"105846Yellow","105846",2025-06-07,"F",24,9.36,14.81,41.1,2025
"105846Yellow","105846",2025-06-07,"F",25,9.05,14.18,40.7,2025
"105846Yellow","105846",2025-06-07,"F",26,8.73,13.62,41.75,2025
"105846Yellow","105846",2025-06-07,"F",27,8.87,NA,40.05,2025
"105846Yellow","105846",2025-06-07,"F",28,8.64,NA,41,2025
"105846Yellow","105846",2025-06-07,"F",29,NA,NA,NA,2025
"105846Yellow","105846",2025-06-07,"F",30,NA,NA,NA,2025
"105846Yellow","105846",2025-06-07,"F",31,NA,NA,NA,2025
"105846Yellow","105846",2025-06-07,"F",32,NA,NA,NA,2025
"105846Green","105846",2025-06-07,"F",1,NA,NA,NA,2025
"105846Green","105846",2025-06-07,"F",2,5.57,20.16,21,2025
"105846Green","105846",2025-06-07,"F",3,5.6,18.29,22.3,2025
"105846Green","105846",2025-06-07,"F",4,6.34,20.42,23.3,2025
"105846Green","105846",2025-06-07,"F",5,7.33,21.4,25,2025
"105846Green","105846",2025-06-07,"F",6,7.65,21.69,28.05,2025
"105846Green","105846",2025-06-07,"F",7,8.49,20.33,28.4,2025
"105846Green","105846",2025-06-07,"F",8,8.97,21.18,30.4,2025
"105846Green","105846",2025-06-07,"F",9,9.21,21.05,31.75,2025
"105846Green","105846",2025-06-07,"F",10,9.58,21.5,32.4,2025
"105846Green","105846",2025-06-07,"F",11,9.96,21.33,34.65,2025
"105846Green","105846",2025-06-07,"F",12,10.53,21.91,36.35,2025
"105846Green","105846",2025-06-07,"F",13,10.71,20.95,36.45,2025
"105846Green","105846",2025-06-07,"F",14,10.79,19.48,36.9,2025
"105846Green","105846",2025-06-07,"F",15,10.97,19.3,37.8,2025
"105846Green","105846",2025-06-07,"F",16,10.66,18.33,39.25,2025
"105846Green","105846",2025-06-07,"F",17,10.69,17.68,38.6,2025
"105846Green","105846",2025-06-07,"F",18,10.39,18.64,40.05,2025
"105846Green","105846",2025-06-07,"F",19,10.19,16.58,40,2025
"105846Green","105846",2025-06-07,"F",20,10.15,17.32,40.35,2025
"105846Green","105846",2025-06-07,"F",21,9.98,19.23,40.05,2025
"105846Green","105846",2025-06-07,"F",22,9.77,16.05,40.3,2025
"105846Green","105846",2025-06-07,"F",23,9.35,14.95,40.6,2025
"105846Green","105846",2025-06-07,"F",24,8.96,14.81,40.35,2025
"105846Green","105846",2025-06-07,"F",25,8.57,14.18,40.2,2025
"105846Green","105846",2025-06-07,"F",26,8.28,13.62,41.6,2025
"105846Green","105846",2025-06-07,"F",27,8.43,NA,40.15,2025
"105846Green","105846",2025-06-07,"F",28,8.23,NA,40.65,2025
"105846Green","105846",2025-06-07,"F",29,7.88,NA,39.65,2025
"105846Green","105846",2025-06-07,"F",30,NA,NA,NA,2025
"105846Green","105846",2025-06-07,"F",31,NA,NA,NA,2025
"105846Green","105846",2025-06-07,"F",32,NA,NA,NA,2025
"Grey104Green","Grey104",2025-06-12,"F",1,NA,NA,NA,2025
"Grey104Green","Grey104",2025-06-12,"F",2,3.37,25.97,16.7,2025
"Grey104Green","Grey104",2025-06-12,"F",3,3.73,24.16,17.4,2025
"Grey104Green","Grey104",2025-06-12,"F",4,4.2,25.22,18.55,2025
"Grey104Green","Grey104",2025-06-12,"F",5,4.5,24.09,19.2,2025
"Grey104Green","Grey104",2025-06-12,"F",6,5.07,24.22,22.2,2025
"Grey104Green","Grey104",2025-06-12,"F",7,5.6,24.24,23.75,2025
"Grey104Green","Grey104",2025-06-12,"F",8,6.12,23.04,23.55,2025
"Grey104Green","Grey104",2025-06-12,"F",9,6.52,23.11,24.8,2025
"Grey104Green","Grey104",2025-06-12,"F",10,7.13,23.75,25.5,2025
"Grey104Green","Grey104",2025-06-12,"F",11,7.6,23.93,27.18,2025
"Grey104Green","Grey104",2025-06-12,"F",12,7.98,23.67,28.65,2025
"Grey104Green","Grey104",2025-06-12,"F",13,8.57,24.39,31,2025
"Grey104Green","Grey104",2025-06-12,"F",14,9.25,25.41,32,2025
"Grey104Green","Grey104",2025-06-12,"F",15,9.64,24.1,33.2,2025
"Grey104Green","Grey104",2025-06-12,"F",16,10.06,25.08,34.05,2025
"Grey104Green","Grey104",2025-06-12,"F",17,10.42,25.52,36.35,2025
"Grey104Green","Grey104",2025-06-12,"F",18,11.04,25.19,36.6,2025
"Grey104Green","Grey104",2025-06-12,"F",19,11.57,27.03,38.8,2025
"Grey104Green","Grey104",2025-06-12,"F",20,11.62,26.54,38.9,2025
"Grey104Green","Grey104",2025-06-12,"F",21,11.94,26.09,40,2025
"Grey104Green","Grey104",2025-06-12,"F",22,12.16,25.36,39.65,2025
"Grey104Green","Grey104",2025-06-12,"F",23,12.49,26.36,41.35,2025
"Grey104Green","Grey104",2025-06-12,"F",24,12.24,26.24,40.9,2025
"Grey104Green","Grey104",2025-06-12,"F",25,12.48,24.67,41.9,2025
"Grey104Green","Grey104",2025-06-12,"F",26,12.41,24.02,41.6,2025
"Grey104Green","Grey104",2025-06-12,"F",27,12.75,24.08,42.9,2025
"Grey104Green","Grey104",2025-06-12,"F",28,12.28,21.58,42.8,2025
"Grey104Green","Grey104",2025-06-12,"F",29,12.54,22.43,43,2025
"Grey104Green","Grey104",2025-06-12,"F",30,NA,NA,NA,2025
"Grey104Green","Grey104",2025-06-12,"F",31,NA,NA,NA,2025
"Grey104Green","Grey104",2025-06-12,"F",32,NA,NA,NA,2025
"Grey104Purple","Grey104",2025-06-12,"M",1,NA,NA,NA,2025
"Grey104Purple","Grey104",2025-06-12,"M",2,3.54,25.97,16.8,2025
"Grey104Purple","Grey104",2025-06-12,"M",3,3.82,24.16,18.55,2025
"Grey104Purple","Grey104",2025-06-12,"M",4,4.26,25.22,19.1,2025
"Grey104Purple","Grey104",2025-06-12,"M",5,4.72,24.09,20.2,2025
"Grey104Purple","Grey104",2025-06-12,"M",6,5.2,24.22,23.15,2025
"Grey104Purple","Grey104",2025-06-12,"M",7,5.63,24.24,24.3,2025
"Grey104Purple","Grey104",2025-06-12,"M",8,6.17,23.04,24.2,2025
"Grey104Purple","Grey104",2025-06-12,"M",9,6.52,23.11,25.75,2025
"Grey104Purple","Grey104",2025-06-12,"M",10,6.86,23.75,27,2025
"Grey104Purple","Grey104",2025-06-12,"M",11,7.56,23.93,28.3,2025
"Grey104Purple","Grey104",2025-06-12,"M",12,7.97,23.67,28.75,2025
"Grey104Purple","Grey104",2025-06-12,"M",13,8.33,24.39,32.6,2025
"Grey104Purple","Grey104",2025-06-12,"M",14,8.61,25.41,33.5,2025
"Grey104Purple","Grey104",2025-06-12,"M",15,8.99,24.1,39.4,2025
"Grey104Purple","Grey104",2025-06-12,"M",16,9.21,25.08,34.75,2025
"Grey104Purple","Grey104",2025-06-12,"M",17,9.79,25.52,35.55,2025
"Grey104Purple","Grey104",2025-06-12,"M",18,10.24,25.19,38,2025
"Grey104Purple","Grey104",2025-06-12,"M",19,10.47,27.03,39.2,2025
"Grey104Purple","Grey104",2025-06-12,"M",20,10.44,26.54,39.5,2025
"Grey104Purple","Grey104",2025-06-12,"M",21,10.97,26.09,40,2025
"Grey104Purple","Grey104",2025-06-12,"M",22,11.12,25.36,40.25,2025
"Grey104Purple","Grey104",2025-06-12,"M",23,11.43,26.36,40.05,2025
"Grey104Purple","Grey104",2025-06-12,"M",24,11.3,26.24,40.55,2025
"Grey104Purple","Grey104",2025-06-12,"M",25,11.55,24.67,41.95,2025
"Grey104Purple","Grey104",2025-06-12,"M",26,11.45,24.02,42,2025
"Grey104Purple","Grey104",2025-06-12,"M",27,11.49,24.08,42,2025
"Grey104Purple","Grey104",2025-06-12,"M",28,10.85,21.58,42.2,2025
"Grey104Purple","Grey104",2025-06-12,"M",29,11.54,22.43,42.8,2025
"Grey104Purple","Grey104",2025-06-12,"M",30,NA,NA,NA,2025
"Grey104Purple","Grey104",2025-06-12,"M",31,NA,NA,NA,2025
"Grey104Purple","Grey104",2025-06-12,"M",32,NA,NA,NA,2025
"Grey103Blue","Grey103",2025-06-14,"F",1,NA,NA,NA,2025
"Grey103Blue","Grey103",2025-06-14,"F",2,4.6,25.72,18.3,2025
"Grey103Blue","Grey103",2025-06-14,"F",3,5.06,23.11,19.1,2025
"Grey103Blue","Grey103",2025-06-14,"F",4,5.71,23.03,22.3,2025
"Grey103Blue","Grey103",2025-06-14,"F",5,6.05,21.55,22.6,2025
"Grey103Blue","Grey103",2025-06-14,"F",6,6.56,21.91,23.8,2025
"Grey103Blue","Grey103",2025-06-14,"F",7,7.27,23.61,25.05,2025
"Grey103Blue","Grey103",2025-06-14,"F",8,7.83,24.34,26.35,2025
"Grey103Blue","Grey103",2025-06-14,"F",9,8.64,25,22.6,2025
"Grey103Blue","Grey103",2025-06-14,"F",10,9.69,25.52,29.5,2025
"Grey103Blue","Grey103",2025-06-14,"F",11,10.48,25.65,31.85,2025
"Grey103Blue","Grey103",2025-06-14,"F",12,11.35,27.12,33.8,2025
"Grey103Blue","Grey103",2025-06-14,"F",13,11.14,26.63,35.5,2025
"Grey103Blue","Grey103",2025-06-14,"F",14,11.45,26.71,35.1,2025
"Grey103Blue","Grey103",2025-06-14,"F",15,12.73,27.69,37.3,2025
"Grey103Blue","Grey103",2025-06-14,"F",16,13.03,26.91,37.45,2025
"Grey103Blue","Grey103",2025-06-14,"F",17,12.84,27.38,39.5,2025
"Grey103Blue","Grey103",2025-06-14,"F",18,13.5,26.64,41.6,2025
"Grey103Blue","Grey103",2025-06-14,"F",19,13.23,26.73,40.6,2025
"Grey103Blue","Grey103",2025-06-14,"F",20,13.62,26.11,42.25,2025
"Grey103Blue","Grey103",2025-06-14,"F",21,13.52,23.64,42.55,2025
"Grey103Blue","Grey103",2025-06-14,"F",22,13.79,24.09,42.9,2025
"Grey103Blue","Grey103",2025-06-14,"F",23,13.29,22.15,42.5,2025
"Grey103Blue","Grey103",2025-06-14,"F",24,13.11,22.3,44.05,2025
"Grey103Blue","Grey103",2025-06-14,"F",25,12.94,21.36,44,2025
"Grey103Blue","Grey103",2025-06-14,"F",26,12.81,23.33,44.7,2025
"Grey103Blue","Grey103",2025-06-14,"F",27,12.68,21.64,44.8,2025
"Grey103Blue","Grey103",2025-06-14,"F",28,12.65,22.43,45.05,2025
"Grey103Blue","Grey103",2025-06-14,"F",29,12.22,21.06,45.1,2025
"Grey103Blue","Grey103",2025-06-14,"F",30,12.24,21.68,43.8,2025
"Grey103Blue","Grey103",2025-06-14,"F",31,NA,NA,NA,2025
"Grey103Blue","Grey103",2025-06-14,"F",32,NA,NA,NA,2025
"Grey103NC","Grey103",2025-06-14,"F",1,NA,NA,NA,2025
"Grey103NC","Grey103",2025-06-14,"F",2,4.38,25.72,18.35,2025
"Grey103NC","Grey103",2025-06-14,"F",3,4.96,23.11,18.65,2025
"Grey103NC","Grey103",2025-06-14,"F",4,5.56,23.03,22.25,2025
"Grey103NC","Grey103",2025-06-14,"F",5,5.94,21.55,22.7,2025
"Grey103NC","Grey103",2025-06-14,"F",6,6.38,21.91,22.9,2025
"Grey103NC","Grey103",2025-06-14,"F",7,7.27,23.61,23.7,2025
"Grey103NC","Grey103",2025-06-14,"F",8,7.64,24.34,25.35,2025
"Grey103NC","Grey103",2025-06-14,"F",9,8.33,25,21.6,2025
"Grey103NC","Grey103",2025-06-14,"F",10,9.37,25.52,28.5,2025
"Grey103NC","Grey103",2025-06-14,"F",11,10.4,25.65,30.6,2025
"Grey103NC","Grey103",2025-06-14,"F",12,11.02,27.12,32.85,2025
"Grey103NC","Grey103",2025-06-14,"F",13,10.77,26.63,32.6,2025
"Grey103NC","Grey103",2025-06-14,"F",14,11.29,26.71,33,2025
"Grey103NC","Grey103",2025-06-14,"F",15,11.95,27.69,30.35,2025
"Grey103NC","Grey103",2025-06-14,"F",16,12.53,26.91,36.2,2025
"Grey103NC","Grey103",2025-06-14,"F",17,12.45,27.38,37.2,2025
"Grey103NC","Grey103",2025-06-14,"F",18,12.46,26.64,37.75,2025
"Grey103NC","Grey103",2025-06-14,"F",19,12.94,26.73,39.5,2025
"Grey103NC","Grey103",2025-06-14,"F",20,12.95,26.11,39.95,2025
"Grey103NC","Grey103",2025-06-14,"F",21,13.14,23.64,40.25,2025
"Grey103NC","Grey103",2025-06-14,"F",22,13.01,24.09,39.9,2025
"Grey103NC","Grey103",2025-06-14,"F",23,12.94,22.15,40.6,2025
"Grey103NC","Grey103",2025-06-14,"F",24,13.06,22.3,42.2,2025
"Grey103NC","Grey103",2025-06-14,"F",25,12.84,21.36,41.75,2025
"Grey103NC","Grey103",2025-06-14,"F",26,13.19,23.33,42.8,2025
"Grey103NC","Grey103",2025-06-14,"F",27,12.56,21.64,42.85,2025
"Grey103NC","Grey103",2025-06-14,"F",28,13.06,22.43,42.65,2025
"Grey103NC","Grey103",2025-06-14,"F",29,12.48,21.06,43.35,2025
"Grey103NC","Grey103",2025-06-14,"F",30,12.68,21.68,42.7,2025
"Grey103NC","Grey103",2025-06-14,"F",31,NA,NA,NA,2025
"Grey103NC","Grey103",2025-06-14,"F",32,NA,NA,NA,2025
"Grey115Pink","Grey115",2025-06-11,"M",1,NA,NA,NA,2025
"Grey115Pink","Grey115",2025-06-11,"M",2,4.49,25.49,18.55,2025
"Grey115Pink","Grey115",2025-06-11,"M",3,4.74,25.36,20.2,2025
"Grey115Pink","Grey115",2025-06-11,"M",4,5.46,27.82,21.7,2025
"Grey115Pink","Grey115",2025-06-11,"M",5,6.25,26.34,24.5,2025
"Grey115Pink","Grey115",2025-06-11,"M",6,7.2,26.22,24.9,2025
"Grey115Pink","Grey115",2025-06-11,"M",7,7.73,24.32,28.15,2025
"Grey115Pink","Grey115",2025-06-11,"M",8,8.46,26.11,29.85,2025
"Grey115Pink","Grey115",2025-06-11,"M",9,9.29,26.12,29.65,2025
"Grey115Pink","Grey115",2025-06-11,"M",10,10.02,25.46,31.65,2025
"Grey115Pink","Grey115",2025-06-11,"M",11,10.56,24.42,33.3,2025
"Grey115Pink","Grey115",2025-06-11,"M",12,11.18,25.16,33.9,2025
"Grey115Pink","Grey115",2025-06-11,"M",13,11.37,26.01,35.15,2025
"Grey115Pink","Grey115",2025-06-11,"M",14,12.12,26.24,36.9,2025
"Grey115Pink","Grey115",2025-06-11,"M",15,12.36,27.51,38,2025
"Grey115Pink","Grey115",2025-06-11,"M",16,13.47,26.13,39.3,2025
"Grey115Pink","Grey115",2025-06-11,"M",17,13.71,27.37,38.9,2025
"Grey115Pink","Grey115",2025-06-11,"M",18,14.71,25.62,40.15,2025
"Grey115Pink","Grey115",2025-06-11,"M",19,15.33,26.01,41.4,2025
"Grey115Pink","Grey115",2025-06-11,"M",20,16.14,25.65,42,2025
"Grey115Pink","Grey115",2025-06-11,"M",21,16.23,27.56,42.7,2025
"Grey115Pink","Grey115",2025-06-11,"M",22,15.84,26.11,42.7,2025
"Grey115Pink","Grey115",2025-06-11,"M",23,16.52,25.03,42.75,2025
"Grey115Pink","Grey115",2025-06-11,"M",24,16.27,24.6,42.9,2025
"Grey115Pink","Grey115",2025-06-11,"M",25,16.96,26.53,43.2,2025
"Grey115Pink","Grey115",2025-06-11,"M",26,17.86,26.98,43.4,2025
"Grey115Pink","Grey115",2025-06-11,"M",27,18.27,26.76,44.4,2025
"Grey115Pink","Grey115",2025-06-11,"M",28,19.12,27.85,44.45,2025
"Grey115Pink","Grey115",2025-06-11,"M",29,18.65,27.68,44.8,2025
"Grey115Pink","Grey115",2025-06-11,"M",30,18.85,27.01,43.55,2025
"Grey115Pink","Grey115",2025-06-11,"M",31,19.23,28.6,43.1,2025
"Grey115Pink","Grey115",2025-06-11,"M",32,19.58,29.43,44.85,2025
"Grey115Blue","Grey115",2025-06-11,"M",1,NA,NA,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",2,4.58,25.49,18.55,2025
"Grey115Blue","Grey115",2025-06-11,"M",3,5.02,25.36,19.65,2025
"Grey115Blue","Grey115",2025-06-11,"M",4,5.61,27.82,21.6,2025
"Grey115Blue","Grey115",2025-06-11,"M",5,6.27,26.34,23.8,2025
"Grey115Blue","Grey115",2025-06-11,"M",6,NA,26.22,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",7,NA,24.32,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",8,NA,26.11,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",9,NA,26.12,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",10,NA,25.46,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",11,NA,24.42,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",12,NA,25.16,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",13,NA,26.01,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",14,NA,26.24,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",15,NA,27.51,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",16,NA,26.13,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",17,NA,27.37,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",18,NA,25.62,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",19,NA,26.01,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",20,NA,25.65,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",21,NA,27.56,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",22,NA,26.11,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",23,NA,25.03,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",24,NA,24.6,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",25,NA,26.53,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",26,NA,26.98,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",27,NA,26.76,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",28,NA,27.85,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",29,NA,27.68,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",30,NA,27.01,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",31,NA,28.6,NA,2025
"Grey115Blue","Grey115",2025-06-11,"M",32,NA,29.43,NA,2025
"Grey108Yellow","Grey108",2025-06-16,"M",1,NA,NA,NA,2025
"Grey108Yellow","Grey108",2025-06-16,"M",2,4.78,22.25,20.25,2025
"Grey108Yellow","Grey108",2025-06-16,"M",3,5.38,23.7,19.5,2025
"Grey108Yellow","Grey108",2025-06-16,"M",4,6.18,23.61,21.25,2025
"Grey108Yellow","Grey108",2025-06-16,"M",5,6.95,23.91,23.1,2025
"Grey108Yellow","Grey108",2025-06-16,"M",6,7.5,24.7,25.35,2025
"Grey108Yellow","Grey108",2025-06-16,"M",7,8.26,25.75,27.8,2025
"Grey108Yellow","Grey108",2025-06-16,"M",8,8.59,23.75,28.15,2025
"Grey108Yellow","Grey108",2025-06-16,"M",9,9.45,26.79,30.85,2025
"Grey108Yellow","Grey108",2025-06-16,"M",10,10.1,26.03,35.65,2025
"Grey108Yellow","Grey108",2025-06-16,"M",11,10.63,25.54,34.3,2025
"Grey108Yellow","Grey108",2025-06-16,"M",12,11.34,24.82,34.8,2025
"Grey108Yellow","Grey108",2025-06-16,"M",13,11.56,26.95,31.55,2025
"Grey108Yellow","Grey108",2025-06-16,"M",14,12.38,26.76,36.4,2025
"Grey108Yellow","Grey108",2025-06-16,"M",15,12.84,26.88,37.25,2025
"Grey108Yellow","Grey108",2025-06-16,"M",16,13.2,26.41,39.95,2025
"Grey108Yellow","Grey108",2025-06-16,"M",17,13.11,25.34,40.05,2025
"Grey108Yellow","Grey108",2025-06-16,"M",18,13.37,26.12,40.35,2025
"Grey108Yellow","Grey108",2025-06-16,"M",19,13.49,23.08,41.3,2025
"Grey108Yellow","Grey108",2025-06-16,"M",20,13.1,21.68,42.1,2025
"Grey108Yellow","Grey108",2025-06-16,"M",21,12.38,20.23,41.6,2025
"Grey108Yellow","Grey108",2025-06-16,"M",22,12.12,19.56,42.25,2025
"Grey108Yellow","Grey108",2025-06-16,"M",23,11.87,18.41,42.05,2025
"Grey108Yellow","Grey108",2025-06-16,"M",24,11.73,18.94,42.3,2025
"Grey108Yellow","Grey108",2025-06-16,"M",25,12,19.48,42.7,2025
"Grey108Yellow","Grey108",2025-06-16,"M",26,11.62,18.57,42.9,2025
"Grey108Yellow","Grey108",2025-06-16,"M",27,11.45,18.62,42.3,2025
"Grey108Yellow","Grey108",2025-06-16,"M",28,11.59,18.25,42.5,2025
"Grey108Yellow","Grey108",2025-06-16,"M",29,11.58,17.94,42.6,2025
"Grey108Yellow","Grey108",2025-06-16,"M",30,11.31,18.82,42.6,2025
"Grey108Yellow","Grey108",2025-06-16,"M",31,NA,NA,NA,2025
"Grey108Yellow","Grey108",2025-06-16,"M",32,NA,NA,NA,2025
"Grey108Blue","Grey108",2025-06-16,"F",1,NA,NA,NA,2025
"Grey108Blue","Grey108",2025-06-16,"F",2,4.1,22.25,19.4,2025
"Grey108Blue","Grey108",2025-06-16,"F",3,4.87,23.7,17.9,2025
"Grey108Blue","Grey108",2025-06-16,"F",4,5.61,23.61,20.7,2025
"Grey108Blue","Grey108",2025-06-16,"F",5,6.23,23.91,22.1,2025
"Grey108Blue","Grey108",2025-06-16,"F",6,6.89,24.7,23.9,2025
"Grey108Blue","Grey108",2025-06-16,"F",7,7.46,25.75,26.45,2025
"Grey108Blue","Grey108",2025-06-16,"F",8,7.79,23.75,27.3,2025
"Grey108Blue","Grey108",2025-06-16,"F",9,8.52,26.79,31.5,2025
"Grey108Blue","Grey108",2025-06-16,"F",10,9.75,26.03,31.6,2025
"Grey108Blue","Grey108",2025-06-16,"F",11,9.91,25.54,33.2,2025
"Grey108Blue","Grey108",2025-06-16,"F",12,10.54,24.82,34.7,2025
"Grey108Blue","Grey108",2025-06-16,"F",13,10.79,26.95,36,2025
"Grey108Blue","Grey108",2025-06-16,"F",14,11.7,26.76,37,2025
"Grey108Blue","Grey108",2025-06-16,"F",15,11.82,26.88,38.4,2025
"Grey108Blue","Grey108",2025-06-16,"F",16,12.48,26.41,38.9,2025
"Grey108Blue","Grey108",2025-06-16,"F",17,12.53,25.34,41.1,2025
"Grey108Blue","Grey108",2025-06-16,"F",18,12.61,26.12,40.9,2025
"Grey108Blue","Grey108",2025-06-16,"F",19,12.82,23.08,41.65,2025
"Grey108Blue","Grey108",2025-06-16,"F",20,12.22,21.68,41.55,2025
"Grey108Blue","Grey108",2025-06-16,"F",21,11.63,20.23,42.2,2025
"Grey108Blue","Grey108",2025-06-16,"F",22,11.34,19.56,42.9,2025
"Grey108Blue","Grey108",2025-06-16,"F",23,11.16,18.41,42.6,2025
"Grey108Blue","Grey108",2025-06-16,"F",24,11.28,18.94,43,2025
"Grey108Blue","Grey108",2025-06-16,"F",25,11.02,19.48,43.1,2025
"Grey108Blue","Grey108",2025-06-16,"F",26,11.02,18.57,43.75,2025
"Grey108Blue","Grey108",2025-06-16,"F",27,10.84,18.62,43.7,2025
"Grey108Blue","Grey108",2025-06-16,"F",28,10.6,18.25,43.45,2025
"Grey108Blue","Grey108",2025-06-16,"F",29,10.65,17.94,44,2025
"Grey108Blue","Grey108",2025-06-16,"F",30,10.55,18.82,42.9,2025
"Grey108Blue","Grey108",2025-06-16,"F",31,NA,NA,NA,2025
"Grey108Blue","Grey108",2025-06-16,"F",32,NA,NA,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",1,NA,NA,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",2,4.69,24.72,18.65,2025
"Grey109NC","Grey 109",2025-06-15,"F",3,5,21.96,21.3,2025
"Grey109NC","Grey 109",2025-06-15,"F",4,NA,23.62,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",5,NA,24.19,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",6,NA,21.53,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",7,NA,24.44,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",8,NA,25.08,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",9,NA,25.07,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",10,NA,26.22,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",11,NA,25.39,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",12,NA,25.61,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",13,NA,27.24,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",14,NA,26.28,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",15,NA,25.36,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",16,NA,26.1,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",17,NA,25.4,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",18,NA,24.82,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",19,NA,23.75,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",20,NA,24.29,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",21,NA,24.97,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",22,NA,24.78,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",23,NA,24,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",24,NA,24.67,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",25,NA,23.42,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",26,NA,24.85,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",27,NA,26.25,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",28,NA,25.47,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",29,NA,25.53,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",30,NA,NA,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",31,NA,NA,NA,2025
"Grey109NC","Grey 109",2025-06-15,"F",32,NA,NA,NA,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",1,NA,NA,NA,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",2,NA,24.72,NA,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",3,4.93,21.96,21,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",4,5.79,23.62,21.8,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",5,6.83,24.19,23.25,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",6,6.85,21.53,24.35,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",7,8.19,24.44,26.1,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",8,9.32,25.08,28,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",9,10.11,25.07,29.2,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",10,12.27,26.22,33.2,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",11,13.05,25.39,34.25,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",12,13.25,25.61,35.9,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",13,13.54,27.24,37.75,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",14,14.09,26.28,38,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",15,14.88,25.36,39.85,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",16,15.63,26.1,40.4,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",17,15.98,25.4,40.95,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",18,16.28,24.82,41.35,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",19,16.5,23.75,42.4,2025
"Grey 109Purple","Grey 109",2025-06-15,"F",20,16.72,24.29,42.6,2025
